City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
597,alappuzha,IN,78.49,light rain,9.49,76.3264,Panoramic Sea Resort
600,kitob,UZ,77.58,clear sky,39.0843,66.8332,KESH HOTEL
602,vaitape,PF,78.48,clear sky,-16.5167,-151.75,Conrad Bora Bora Nui
604,kozyatyn,UA,82.38,clear sky,49.7143,28.8339,"Hotelʹ ""Iryna"""
605,sao benedito do rio preto,BR,92.86,few clouds,-3.3336,-43.5283,João de Barro Hotel
606,nago,JP,82.56,clear sky,26.5881,127.9761,Hotel Yugaf Inn Okinawa
608,toccoa,US,80.28,scattered clouds,34.5773,-83.3324,Quality Inn
609,guarapari,BR,75.09,overcast clouds,-20.6667,-40.4975,Hotel Porto do Sol
610,jam sahib,PK,95.02,clear sky,26.2958,68.6292,Al Madina
611,sorong,ID,75.52,overcast clouds,-0.8833,131.25,waigo splash hotel
617,phanat nikhom,TH,82.27,light rain,13.4458,101.1844,I-Destiny Gallery Resort
618,oistins,BB,86.09,few clouds,13.0667,-59.5333,Butterfly Beach Hotel
619,marinhais,PT,99.64,scattered clouds,39.0473,-8.7024,casa haver
621,bugiri,UG,75.94,scattered clouds,0.5714,33.7417,Gilgal Guest House
622,key west,US,87.8,few clouds,24.5557,-81.7826,Fairfield Inn & Suites by Marriott Key West
624,kualakapuas,ID,77.16,overcast clouds,-3.0091,114.3876,Guest House Izonk
627,awjilah,LY,98.08,clear sky,29.1081,21.2869,
628,el cope,PA,74.86,overcast clouds,8.6167,-80.6,Hostal Buena Esperanza
629,nishihara,JP,81.68,few clouds,26.1842,127.7558,Minshuku Agaihama
630,rokytnice nad jizerou,CZ,82.35,overcast clouds,50.7256,15.4336,Hotel Fit Fun
632,camopi,GF,87.21,broken clouds,3.1655,-52.3158,
634,leczyca,PL,85.08,overcast clouds,52.0596,19.1997,Bursa szkolna
637,nizhniy kislyay,RU,78.3,overcast clouds,50.8497,40.1719,
639,akyab,MM,81.63,moderate rain,20.15,92.9,Hotel Memory
640,sira,IN,76.96,overcast clouds,13.7453,76.9092,Healthy lifestyle club
642,orahovac,XK,91.53,clear sky,42.3994,20.6547,Esra Palace
645,golden,US,77.67,broken clouds,39.7555,-105.2211,"The Golden Hotel, Ascend Hotel Collection"
647,ugoofaaru,MV,82.49,broken clouds,5.6667,73.0,Ungoofaaru Inn
654,bohodukhiv,UA,84.24,broken clouds,50.1647,35.5276,мотель Сюжет
656,kailua,US,78.78,light rain,21.4022,-157.7394,Sheffield House Bed & Breakfast
658,intipuca,SV,83.19,overcast clouds,13.1969,-88.0544,Tropiclub Playa El Cuco
661,udomlya,RU,70.07,overcast clouds,57.8794,34.9925,Rus'
662,liberal,US,75.15,clear sky,37.0431,-100.921,Hampton Inn & Suites Liberal
666,derzhavinsk,KZ,74.62,clear sky,51.1,66.3167,Ooo.khim Baza
669,manicore,BR,80.55,scattered clouds,-5.8092,-61.3003,Hotel Durval
670,caravelas,BR,77.88,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
